DatGeracaoConjuntoDados;NumAno;DscClassificacao;DescricaoCategoria;SigAgente;NumCNPJ;NumOrdemIASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaSatisfacaoR2;MdaFidelidadeR2;MdaValorR2;MdaConfiancaR2;MdaPesoQualidadeInformacao;MdaPesoQualidadeAcesso;MdaPesoQualidadeConfiabilidade;MdaPesoSatisfacaoS1;MdaPesoSatisfacaoS2;MdaPesoSatisfacaoS3;MdaPesoFidelidadeV33;MdaPesoFidelidadeV34;MdaPesoFidelidadeV35;MdaPesoFidelidadeV36;MdaPesoValorV28;MdaPesoValorV29;MdaPesoValorV30;MdaPesoValorV31;MdaPesoValorV91;MdaPesoConfiancaV37;MdaPesoConfiancaV38;MdaPesoConfiancaV39;MdaPesoConfiancaV40;MdaMediaQualidadeInformacaoV15;MdaMediaQualidadeInformacaoV16;MdaMediaQualidadeInformacaoV21;MdaMediaQualidadeInformacaoV22;MdaMediaQualidadeInformacaoV23;MdaMediaQualidadeInformacaoV24;MdaMediaQualidadeInformacaoV90;MdaMediaQualidadeAcessoV10;MdaMediaQualidadeAcessoV11;MdaMediaQualidadeAcessoV12;MdaMediaQualidadeAcessoV17;MdaMediaQualidadeAcessoV19;MdaMediaQualidadeConfiabilidadeV8;MdaMediaQualidadeConfiabilidadeV9;MdaMediaQualidadeConfiabilidadeV13;MdaMediaQualidadeConfiabilidadeV14;MdaMediaQualidadeConfiabilidadeV18;MdaMediaQualidadeConfiabilidadeV20;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaFidelidadeV33;MdaMediaFidelidadeV34;MdaMediaFidelidadeV35;MdaMediaFidelidadeV36;MdaMediaFidelidadeV93;MdaMediaFidelidadeV94;MdaMediaValorV28;MdaMediaValorV29;MdaMediaValorV30;MdaMediaValorV31;MdaMediaValorV91;MdaMediaValorV92;MdaMediaConfiancaV37;MdaMediaConfiancaV38;MdaMediaConfiancaV39;MdaMediaConfiancaV40;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaQualidade;MdaMediaSatisfacao;MdaMediaFidelidade;MdaMediaValor;MdaMediaConfianca;MdaDsvPadQualidadeInformacaoV15;MdaDsvPadQualidadeInformacaoV16;MdaDsvPadQualidadeInformacaoV21;MdaDsvPadQualidadeInformacaoV22;MdaDsvPadQualidadeInformacaoV23;MdaDsvPadQualidadeInformacaoV24;MdaDsvPadQualidadeInformacaoV90;MdaDsvPadQualidadeAcessoV10;MdaDsvPadQualidadeAcessoV11;MdaDsvPadQualidadeAcessoV12;MdaDsvPadQualidadeAcessoV17;MdaDsvPadQualidadeAcessoV19;MdaDsvPadQualidadeConfiabilidadeV8;MdaDsvPadQualidadeConfiabilidadeV9;MdaDsvPadQualidadeConfiabilidadeV13;MdaDsvPadQualidadeConfiabilidadeV14;MdaDsvPadQualidadeConfiabilidadeV18;MdaDsvPadQualidadeConfiabilidadeV20;MdaDsvPadSatisfacaoS1;MdaDsvPadSatisfacaoS2;MdaDsvPadSatisfacaoS3;MdaDsvPadFidelidadeV33;MdaDsvPadFidelidadeV34;MdaDsvPadFidelidadeV35;MdaDsvPadFidelidadeV36;MdaDsvPadFidelidadeV93;MdaDsvPadFidelidadeV94;MdaDsvPadValorV28;MdaDsvPadValorV29;MdaDsvPadValorV30;MdaDsvPadValorV31;MdaDsvPadValorV91;MdaDsvPadValorV92;MdaDsvPadConfiancaV37;MdaDsvPadConfiancaV38;MdaDsvPadConfiancaV39;MdaDsvPadConfiancaV40;MdaDsvPadQualidadeInformacao;MdaDsvPadQualidadeAcesso;MdaDsvPadQualidadeConfiabilidade;MdaDsvPadQualidade;MdaDsvPadSatisfacao;MdaDsvPadFidelidade;MdaDsvPadValor;MdaDsvPadConfianca;MdaCoeficienteQualidadeValor;MdaCoeficienteQualidadeSatisfacao;MdaCoeficienteValorSatisfacao;MdaCoeficienteQualidadeConfianca;MdaCoeficienteSatisfacaoConfianca;MdaCoeficienteConfiancaFidelidade;MdaCoeficienteSatisfacaoFidelidade;QtdSexoV11;QtdSexoV12;QtdFaixaEtariaV21;QtdFaixaEtariaV22;QtdFaixaEtariaV23;QtdFaixaEtariaV24;QtdFaixaEtariaV25;QtdFaixaEtariaV26;QtdFaixaEtariaV27;QtdFaixaEtariaV28;QtdFaixaEtariaV29;QtdEscolaridadeV31;QtdEscolaridadeV32;QtdEscolaridadeV33;QtdEscolaridadeV34;QtdEscolaridadeV35;QtdEscolaridadeV36;QtdEscolaridadeV37;QtdEscolaridadeV38;QtdEscolaridadeV39;QtdRendaV41;QtdRendaV42;QtdRendaV43;QtdRendaV44;QtdRendaV45;QtdRendaV46;QtdRendaV47
13/06/2023;2017;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;1,54E+12;31;58,9;60,69;30,77;32,8;53,28;0,5631;0,155;0,024;0,5687;0,87480703;0,8926473;0,91181281;0,82715277;0,87080487;0,84418502;;0,90662017;0,94852942;0,92732531;;0,87231364;0,90247807;0,86328242;;0,87080951;0,86982736;0,86300506;0,84979228;5,224299;5,489051;6,614987;5,188811;5,538283;6,882353;;6,4914;6,548556;7,55291;7,526316;6,19708;6,688679;6,709302;5,903226;6,480488;6,004695;5,473684;6,520286;6,783296;6,073227;;3,871508;3,657831;3,783981;;;;4,128788;3,911111;3,815085;;;5,902935;5,164384;6,317568;5,801418;5,822964;6,863253;6,210012;6,298743;6,458936;3,771107;3,951661;5,796576;2,809;2,845;2,47;2,769;2,778;2,462;;2,517;2,531;2,102;2,229;2,49;2,141;2,333;2,719;2,544;2,488;2,875;2,242;2,086;2,226;;2,238;2,329;2,32;;;;1,781;1,615;1,509;;;2,33;2,435;2,25;2,328;1,854;1,773;1,739;1,597;1,85;2,13;1,438;2,017;0,1548;0,7252;8,01E-02;0,4026;0,4036;0,2144;0,2119;189;261;0;22;63;96;122;83;64;0;0;0;170;43;32;145;12;48;0;0;43;115;247;30;8;2;5
13/06/2023;2017;Concessionária;Nordeste;Equatorial Alagoas;1,23E+13;32;57,12;60,26;28,23;31,05;56,32;0,5294;6,18E-02;4,63E-02;0,3639;0,87697205;0,91184072;0,90204292;0,76806631;0,82670511;0,79481158;;0,88504657;0,93509772;0,9067723;;0,94201034;0,94752628;0,94489651;;0,78876865;0,87155468;0,84127601;0,85736368;5,640379;6,159375;6,469649;5,471154;5,276527;6,528302;;6,188742;6,166667;7,199324;7,087774;5,878689;6,471875;5,959248;6,141818;6,237179;5,80625;5,283871;6,740625;6,490625;6,047468;;3,327044;3,430818;3,862069;;;;4,003135;3,646875;3,734375;;;6,183871;5,543408;6,474684;6,1;5,924231;6,504239;5,983374;6,137281;6,426239;3,539977;3,794795;6,075491;2,115;2,07;1,63;2,034;1,977;1,841;;2,042;1,931;1,658;1,626;1,907;2,197;2,253;1,939;1,818;2,134;2,311;2,203;1,845;1,904;;2,648;2,479;2,582;;;;1,958;1,891;1,787;;;1,916;2,172;2,005;1,9;1,452;1,399;1,496;1,3;1,578;2,334;1,775;1,68;0,2152;0,6142;0,2651;0,2984;0,3465;0,1208;0,1535;87;233;0;21;54;80;77;45;43;0;0;0;160;27;21;79;9;24;0;0;56;141;113;8;1;1;0
13/06/2023;2017;Concessionária;Nordeste;Neoenergia Pernambuco;1,08E+13;33;57,68;59,96;35,14;34,7;56,27;0,5125;0,1527;4,40E-02;0,4149;0,90178457;0,93447376;0,9317203;0,79395008;0,86302294;0,73560276;;0,90303549;0,9611059;0,94450827;;0,94709784;0,9608205;0,96041939;;0,84328514;0,84113218;0,84673163;0,84064894;5,805369;5,901786;6,351288;5,773034;5,541761;6,130926;;6,536471;6,245478;6,911548;7,008909;5,856802;6,76;6,711111;5,848297;6,122172;6,075556;5,296804;6,84;6,264444;6,073333;;3,892617;4,133929;4,449664;;;;4,222222;4,093541;4,055556;;;6;5,611236;6,521348;6,120567;5,91736;6,511841;6,135657;6,188286;6,392593;4,158737;4,123773;6,063288;1,845;2,224;1,656;1,681;1,79;1,879;;1,903;2,033;1,801;1,852;1,693;1,918;1,923;1,789;1,634;1,978;2,167;2,004;1,654;1,627;;2,554;2,6;2,568;;;;2,01;1,971;1,869;;;1,839;2,004;1,709;1,775;1,409;1,419;1,391;1,298;1,406;2,41;1,864;1,544;0,2097;0,6228;0,2275;0,3297;0,364;0,2373;0,1898;148;302;0;26;71;103;87;74;89;0;0;0;195;32;19;121;19;64;0;0;63;192;177;17;1;0;0
13/06/2023;2017;Concessionária;Nordeste;Neoenergia Coelba;1,51E+13;34;54,31;59,57;35,74;34,75;55,99;0,5176;0,0964;0,01;0,3221;0,90110421;0,90954681;0,93414101;0,80636562;0,74720982;0,75142196;;0,78818574;0,90877132;0,89226621;;0,94422607;0,96919179;0,9724895;;0,79959233;0,8275389;0,80563269;0,801045;5,502242;5,501129;5,966981;5,445434;5,276786;5,898649;;6,035629;6,053299;6,602439;6,572383;5,748235;6,435556;6,008909;5,741144;5,974771;5,786667;5,218962;6,506667;6,42539;6,142212;;3,647321;4,207589;4,728285;;;;4,42;3,88;4,088889;;;6,247748;5,526196;6,529018;5,868664;5,598537;6,202397;5,861001;5,887312;6,35809;4,194399;4,12963;6,042906;2,001;1,945;1,68;1,791;1,748;1,787;;1,756;1,797;1,726;1,757;1,677;1,801;1,891;1,924;1,55;1,721;2,166;2,022;1,639;1,729;;2,252;2,249;2,222;;;;1,879;1,906;1,769;;;1,609;1,859;1,664;1,687;1,394;1,376;1,343;1,254;1,385;1,934;1,781;1,379;0,0998;0,6571;0,2294;0,2759;0,3305;0,2019;0,1383;139;311;0;31;71;113;93;76;65;0;1;0;188;33;29;133;22;45;0;0;80;122;229;15;2;2;0
13/06/2023;2017;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;DMED;2,37E+13;35;50,65;58,61;47,73;35,13;63,97;0,3382;0,2455;0,0247;0,369;0,87223073;0,88493817;0,88907997;0,68647021;0,75754175;0,76155501;;0,81465883;0,91759043;0,84339536;;0,94075139;0,92362982;0,9352955;;0,80449141;0,86249438;0,72182196;0,79779493;5,262443;5,230769;5,483333;5,032258;4,889535;5,564103;;5,706383;5,792952;5,831818;5,797571;5,648305;6,024096;5,888;5,596154;5,555556;5,635983;5,334906;6,62;6,093117;6,145228;;4,63786;5,232653;6;;;;4,076;4,248;4,163934;;;6,686695;6,396552;7,35102;6,679803;5,24374;5,755406;5,672449;5,557198;6,286115;5,290171;4,162645;6,778518;1,149;1,044;0,742;1,147;1,058;0,754;;0,773;0,748;0,714;0,664;0,76;1,033;0,992;0,699;0,786;0,849;0,976;1,649;1,128;1,456;;2,119;2,092;1,759;;;;1,572;1,561;1,475;;;1,5;1,598;1,133;1,415;0,717;0,522;0,563;0,53;1,036;1,711;1,433;1,133;0,1571;0,4402;0,316;0,2606;0,4127;0,3171;0,213;92;158;0;6;28;44;54;69;49;0;0;0;103;44;13;61;12;17;0;0;5;52;182;10;1;0;0
13/06/2023;2017;Concessionária;Nordeste;Enel Distribuição Ceará;7,05E+12;36;62,47;58,34;46,67;37,46;52,98;0,5794;4,69E-02;4,25E-02;0,1939;0,8188741;0,90616659;0,93056073;0,76326478;0,84350334;0,80777777;;0,98230398;0,98617342;0,96870529;;0,94220114;0,96528034;0,95782221;;0,84162842;0,82408697;0,84480999;0,80586582;6,626667;6,540359;6,328859;6,426667;6,328889;6,808889;;6,538976;6,602804;6,952381;7,604444;6,302222;6,591111;7,204444;6,512376;6,4;6,548889;6,035556;6,924444;5,922222;5,955457;;5,042411;5,015625;5,549107;;;;4,457778;4,342222;4,315556;;;5,805369;5,430493;5,914989;5,919622;6,510055;6,800165;6,548729;6,61965;6,267374;5,202381;4,371852;5,767618;1,018;1,378;1,024;1,091;1,206;1,236;;1,304;1,557;1,193;1,201;1,286;1,385;1,309;1,211;1,196;1,326;1,659;1,636;1,256;1,357;;2,761;2,725;2,246;;;;1,62;1,655;1,664;;;1,378;1,403;1,295;1,459;0,858;1;0,941;0,828;1,137;2,525;1,572;1,146;0,2061;0,6431;0,2821;0,1995;0,2559;5,68E-02;0,1701;149;301;1;31;78;97;86;89;68;0;0;0;206;34;28;149;10;23;0;0;28;197;215;7;2;1;0
13/06/2023;2017;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição Rio de Janeiro;3,31E+13;37;59,82;58,05;37,05;33,59;59,87;0,4823;0,062;3,38E-02;0,4724;0,88559023;0,91783902;0,92606707;0,83266347;0,84947923;0,7940208;;0,91277053;0,94990553;0,95341241;;0,9223975;0,94826242;0,94667967;;0,89126283;0,89360738;0,88036509;0,90090987;5,889401;6,222749;6,898462;5,661176;5,613861;7,042316;;6,187204;6,508772;7,387654;7,441964;6,009524;6,213004;6,46875;5,897143;6,348624;6,128959;6,258216;6,386667;6,204494;6,074661;;4,496629;4,267416;4,24605;;;;4,013333;4,011161;4,044843;;;6,288136;6,19759;6,65977;6,411911;6,221328;6,707024;6,219116;6,382489;6,221941;4,336698;4,023112;6,389352;2,148;2,032;1,762;2,134;2,158;1,621;;2,001;1,888;1,711;1,734;1,942;1,9;1,954;1,878;1,821;2,088;2,142;2,067;1,729;1,877;;2,406;2,356;2,317;;;;1,753;1,694;1,66;;;1,856;1,886;1,943;1,865;1,451;1,361;1,439;1,289;1,561;2,215;1,598;1,683;0,1839;0,6484;0,1302;0,3657;0,3804;0,1628;7,37E-02;199;251;0;11;38;85;101;104;111;0;0;0;153;63;38;133;17;46;0;0;22;117;277;29;1;4;0
13/06/2023;2017;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;3,32E+13;38;59,16;57,97;40,53;34,02;64,48;0,437;8,70E-03;3,41E-02;5,99E-02;0,8594547;0,91459716;0,95251683;0,80477715;0,72757655;0,7561505;;0,93928136;0,96299498;0,96074076;;0,9380306;0,92559632;0,95087349;;0,91076405;0,90083273;0,88944339;0,91397328;5,931727;6,091286;6,6;5,808163;5,356;6,384;;6,350806;6,644898;6,963563;6,903226;6,12;6,112;6,425703;6,37037;6,364;6,364372;6,342742;6,58;6,2;5,846774;;4,804;4,58;4,564;;;;4,084;3,96;4,14;;;6,746988;6,732;6,813765;6,919679;6,028529;6,596499;6,329865;6,318298;6,208925;4,649333;4,061333;6,803108;1,382;1,391;1,335;1,347;1,644;1,522;;1,256;1,47;1,634;1,439;1,271;1,328;1,349;1,294;1,245;1,285;1,353;1,52;1,192;1,223;;2,015;2,27;2,152;;;;1,463;1,56;1,492;;;1,384;1,482;1,347;1,372;1,007;1,17;1,06;0,982;1,005;2,049;1,412;1,262;-0,1847;0,6277;-0,0906;0,1033;0,1515;9,37E-02;-2,25E-02;110;140;0;6;28;38;43;61;73;0;1;0;100;55;23;46;8;18;0;0;8;61;175;6;0;0;0
13/06/2023;2017;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;3,31E+13;39;57,17;57,87;42,84;34,92;61,52;0,3419;0,1215;0,0019;0,2347;0,91387461;0,93075582;0,95591714;0,79633056;0,82369737;0,75448035;;0,85378801;0,94912076;0,92360609;;0,91911507;0,92752162;0,94536081;;0,80611335;0,73104794;0,79442326;0,80329565;5,641944;5,648585;6,117794;5,55198;5,51436;6,143182;;6,239437;6,290954;6,683292;6,685268;6,096998;6,584444;6,231111;6,511696;6,137592;6,03125;6,04186;6,18931;6,207127;6,229545;;4,639821;4,806742;5,106335;;;;4,18931;4,126949;4,113839;;;6,840647;5,762125;7,167785;6,313397;5,769641;6,399189;6,256326;6,141719;6,208661;4,850966;4,143366;6,520988;1,517;1,685;1,29;1,497;1,516;1,591;;1,498;1,639;1,452;1,527;1,422;1,706;1,673;1,403;1,267;1,414;1,552;1,671;1,313;1,268;;1,859;2,035;2,085;;;;1,648;1,516;1,465;;;1,373;1,56;1,358;1,486;1,209;1,269;1,203;1,145;1,124;1,815;1,435;1,131;4,40E-02;0,4528;0,3505;0,2877;0,2767;0,1563;0,2474;169;281;0;20;47;86;101;113;83;0;0;0;141;51;42;136;22;58;0;0;7;90;322;28;3;0;0
13/06/2023;2017;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;6,17E+13;40;58,86;57,3;40,76;27,31;60,81;0,4891;2,10E-03;1,69E-02;0,3574;0,9191741;0,9213141;0,93206931;0,76727361;0,81583796;0,7729256;;0,90528284;0,95269402;0,94930664;;0,95787531;0,96823734;0,96793901;;0,86314989;0,87182542;0,86550846;0,86869483;5,774554;5,69161;6,614078;5,959821;6,109131;6,397727;;6,347826;6,163017;6,893204;6,939866;6,212411;6,457778;6,428889;6,334225;6,330969;6,020134;6,171171;6,191111;6,291759;5,979866;;4,524664;4,623318;4,849776;;;;3,468889;3,431111;3,473333;;;6,605856;6,148402;6,795964;6,346154;6,091154;6,511265;6,290528;6,297649;6,154245;4,665919;3,457778;6,474094;2,034;2,291;1,549;2,004;1,7;2,117;;1,744;1,908;1,778;1,548;1,725;1,834;1,956;1,755;1,659;1,926;2,102;2,096;1,556;2,001;;2,671;2,775;2,749;;;;1,937;1,857;1,849;;;1,987;2,232;2,12;2,147;1,487;1,396;1,374;1,311;1,477;2,557;1,814;1,84;0,1302;0,5805;0,3187;0,3461;0,3102;0,0126;-4,56E-02;172;278;1;15;49;73;100;93;119;0;0;0;114;56;23;151;36;70;0;0;28;76;287;48;5;6;0
13/06/2023;2017;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;3,47E+12;41;52,19;55,67;36,36;34,76;53,76;0,4946;0,1059;9,77E-02;0,2988;0,86095002;0,9035609;0,93449293;0,71638306;0,75307754;0,74721279;;0,90984801;0,94483646;0,92711306;;0,94872966;0,9714391;0,96346994;;0,85266784;0,87697044;0,8705446;0,85508073;5,308682;4,880503;5,813953;5,381877;5,733974;5,753994;;5,773163;5,813725;6,09;6,08125;5,557325;6,053125;5,884375;5,636042;5,742857;5,54375;5,567742;5,8125;6,194357;6,015723;;4,174051;4,251572;4,391167;;;;4,146875;4,097792;4,141509;;;5,711974;5,544262;6,13961;5,959044;5,478831;5,863093;5,737982;5,693302;6,007527;4,272263;4,128725;5,838723;1,722;2,117;1,438;1,633;1,368;1,533;;1,512;1,505;1,522;1,427;1,547;1,644;1,631;1,683;1,441;1,657;1,672;2,036;1,556;1,824;;2,241;2,204;2,245;;;;2,199;2,105;2,024;;;1,828;2,069;1,863;1,865;1,166;1,125;1,123;1,023;1,333;2,068;2,027;1,647;0,3125;0,5689;0,2446;0,3138;0,2741;0,1767;0,2023;105;215;1;16;58;80;75;57;33;0;0;0;108;37;21;81;25;48;0;0;26;95;166;22;8;1;2
13/06/2023;2017;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Light;6,04E+13;42;58,74;55,05;37,94;29,43;54,4;0,4914;0,2053;8,86E-02;0,5122;0,90713286;0,91105325;0,91799781;0,85590161;0,86322987;0,84255648;;0,9457908;0,96468594;0,97334955;;0,96398877;0,96466057;0,9660929;;0,90359478;0,88734519;0,86650374;0,90364112;6,120567;5,790805;6,985549;5,733967;5,449749;6,852018;;6,270642;6,310174;7,316953;7,484444;6,06872;5,910913;6,444444;6,10355;6,252273;5,922222;5,460094;6,117778;5,962222;5,78125;;4,557778;4,340045;4,349666;;;;3,646667;3,693333;3,604911;;;5,897092;5,504545;6,293065;5,897196;6,155442;6,690187;6,015583;6,287071;5,95375;4,415829;3,648304;5,897975;2,137;2,378;1,671;2,242;2,265;1,695;;2,15;2,217;1,97;1,808;2,189;2,102;2,043;2,117;2,104;2,283;2,587;2,35;2,067;2,271;;2,552;2,634;2,599;;;;1,811;1,82;1,793;;;2,254;2,348;2,328;2,277;1,573;1,573;1,644;1,456;1,904;2,495;1,745;2,049;0,2977;0,5629;0,2606;0,3588;0,4125;0,2783;0,1688;198;252;1;11;36;60;103;120;119;0;0;0;156;62;33;130;24;45;0;0;27;107;280;30;5;0;1
13/06/2023;2017;Concessionária;Nordeste;Equatorial Maranhão;6,27E+12;43;56;53,91;38,24;34,48;47,21;0,6465;7,74E-02;5,71E-02;0,3685;0,85495024;0,89630854;0,93462404;0,70414591;0,85513824;0,82819073;;0,97941341;0,98914611;0,98724281;;0,88671282;0,95429519;0,94770439;;0,74936639;0,81555797;0,75231024;0,78887914;5,824444;5,654788;5,509259;5,835556;5,652561;6,211111;;6,14;6,380615;6,711584;6,826667;5,706667;6,173333;6,746667;5,838631;5,788419;5,704444;5,603563;6,466667;5,56;5,631111;;4,140312;4,544643;4,636161;;;;4,295556;3,975556;4,051111;;;5,65618;4,964286;5,505568;4,910314;5,781287;6,353106;5,975843;6,036745;5,885926;4,440372;4,107407;5,259087;1,136;1,546;1,436;1,019;1,183;1,594;;1,242;1,363;1,228;1,229;1,244;1,301;1,321;1,266;1,257;1,285;1,311;1,788;1,202;1,493;;2,701;2,465;2,353;;;;1,48;1,41;1,413;;;1,391;1,615;1,213;1,598;0,95;0,996;0,992;0,877;1,181;2,469;1,332;1,134;0,2389;0,7049;0,2225;0,3086;0,3288;0,1677;0,1414;133;317;5;28;104;102;79;78;54;0;0;0;184;42;33;146;12;33;0;0;11;188;238;13;0;0;0
13/06/2023;2017;Concessionária;Norte;Energisa Rondônia;5,91E+12;44;49,36;53,02;36,13;39,25;52,11;0,4381;0,1273;0,1217;0,4009;0,85599808;0,91231189;0,88522936;0,77074719;0,71891463;0,78005431;;0,81246298;0,92883443;0,9187672;;0,92018806;0,94802436;0,94845665;;0,834176;0,83218033;0,8080597;0,84128733;4,90566;4,703822;5,775974;5,170347;5,523659;5,56869;;5,479495;5,588629;6,016667;6,096875;5,249201;5,4;5,25;5,477193;5,384365;5,13125;5,481013;5,53125;6,028302;5,774295;;3,858934;4,288401;4,561129;;;;4,616352;4,510972;4,473354;;;5,4375;5,490196;6,022293;5,816949;5,274692;5,686173;5,35397;5,438279;5,777949;4,236155;4,533559;5,691735;1,491;1,749;1,182;1,465;1,163;1,612;;1,545;1,486;1,459;1,394;1,323;1,723;1,713;1,468;1,292;1,701;1,645;2,003;1,415;1,943;;2,212;2,22;2,288;;;;2,207;2,012;1,97;;;1,853;1,893;1,815;1,769;0,952;1,058;1,121;0,924;1,361;1,987;1,936;1,519;0,3489;0,4807;0,3063;0,3373;0,3622;0,2025;0,1975;127;193;1;16;54;84;86;43;36;0;0;0;132;20;19;92;12;45;0;0;20;81;188;23;7;0;1
13/06/2023;2017;Concessionária;Nordeste;Equatorial Piauí;6,84E+12;45;54,83;52,67;42,32;34,17;45,68;0,5767;0,027;9,09E-02;0,4046;0,86887787;0,90017416;0,94846095;0,75774239;0,85451742;0,80952864;;0,98186104;0,98390466;0,97630796;;0,90424847;0,94308987;0,94900623;;0,88117791;0,85619883;0,84700322;0,83817531;5,671875;5,975;5,628205;5,5875;5,532915;6,384375;;5,96875;6,317241;6,652778;7,10625;5,55625;5,95;6,140625;5,616788;5,621875;5,49375;5,34375;6,709375;5,4;5,19375;;4,509494;4,791139;5,126582;;;;4,278125;3,9125;4,04375;;;5,190476;4,777429;5,253918;5,224359;5,796645;6,320254;5,694465;5,937121;5,767708;4,809072;4,078125;5,111546;1,173;1,394;1,138;1,216;1,312;1,696;;1,254;1,402;1,303;1,089;1,194;1,457;1,665;1,129;1,251;1,282;1,394;1,592;1,202;1,274;;2,747;2,582;2,335;;;;1,659;1,676;1,634;;;1,335;1,468;1,253;1,488;1,009;0,917;1,031;0,893;1,091;2,506;1,544;1,186;0,3014;0,6132;0,2737;0,3195;0,3554;0,0877;9,44E-02;100;220;0;16;58;68;60;60;58;0;0;0;189;14;14;68;7;28;0;0;24;129;164;2;1;0;0
13/06/2023;2017;Concessionária;Norte;Energisa Acre;4,07E+12;46;59,78;50,91;38,21;20,49;49,08;0,7133;0,3755;0,1166;0,7198;0,95117605;0,9473478;0,93824578;0,87691198;0,90923799;0,87862601;;0,91391895;0,97055651;0,96633354;;0,99587863;0,99601264;0,99653361;;0,95327321;0,97628804;0,9845823;0,98396676;6,32;5,202429;7,353414;6,654618;6,558233;6,784;;6,182927;6,427386;7,909091;7,196;5,97551;6,272;6,292;6,414938;6,117409;5,616;4,798387;5,752;5,736;5,253012;;4,004065;4,567347;4,722449;;;;2,848;2,844;2,84;;;5,444;5,384;5,44;5,4;6,478782;6,738183;5,918456;6,378474;5,580337;4,431287;2,844;5,417;1,948;2,435;1,599;1,768;1,884;1,779;;2,005;2,489;2,071;1,662;2,102;2,105;2,217;2,001;2,075;2,275;2,421;2,203;1,956;1,818;;2,249;2,067;2,061;;;;1,992;1,975;1,981;;;1,744;1,834;1,783;1,786;1,609;1,645;1,804;1,594;1,77;2,018;1,975;1,741;0,3414;0,6403;0,3513;0,4236;0,4587;0,3323;0,2995;66;184;1;11;39;50;48;50;50;0;1;0;102;40;18;61;5;24;0;0;40;93;104;13;0;0;0
13/06/2023;2017;Concessionária;Norte;Equatorial Pará;4,90E+12;47;51,35;48,77;20,68;24,37;41,2;0,5967;0,1857;0,1038;0,5546;0,93431398;0,93888061;0,9517544;0,83205431;0,85948955;0,77020149;;0,9347458;0,95766827;0,94338745;;0,93912043;0,95696053;0,93129099;;0,89179134;0,9192742;0,86872374;0,88086588;5,544643;4,729911;5,773438;5,64574;5,076063;5,291759;;5,338565;5,914607;6,433036;6,391111;5,078475;5,982222;5,944444;5,576659;5,318386;5,594655;5,708804;5,155556;5,568889;5,441704;;2,941573;2,747204;2,896629;;;;3,148889;3,157778;3,273333;;;4,598214;4,410314;5,06278;4,779775;5,343592;5,831159;5,687528;5,62076;5,388716;2,861802;3,193333;4,712771;2,139;2,549;2,189;2,023;2,318;2,257;;2,146;2,225;2,201;2,014;2,209;2,179;2,19;2,408;2,219;2,28;2,313;2,509;2,204;2,325;;1,894;1,832;1,901;;;;1,669;1,624;1,716;;;2,321;2,338;2,163;2,389;1,796;1,637;1,838;1,655;1,925;1,773;1,573;2,051;0,3222;0,606;0,2975;0,3905;0,4027;0,2384;0,2272;162;288;0;32;86;102;75;78;77;0;0;0;139;48;55;151;24;33;0;0;74;178;174;20;3;1;0
13/06/2023;2017;Concessionária;Norte;Roraima Energia;2,34E+12;48;53,41;46,36;22,42;32,67;52,86;0,4974;0,2704;0,1869;0,4691;0,80053676;0,79608424;0,84282623;0,8081008;0,83899927;0,83187249;;0,9172979;0,89827269;0,92288234;;0,91333965;0,93715273;0,9386019;;0,84494777;0,85368167;0,80046875;0,81800926;5,237875;5,202899;6,521084;5,364269;5,619617;6,907583;;6,117794;6,739255;7,475219;7,018648;5,869942;3,804444;4,157658;5,997183;6,275281;4,459821;5,390588;4,931111;5,593333;4,9819;;3,440181;2,277405;3,318605;;;;4,722864;3,323256;3,795337;;;5,687356;5,530892;6,087248;5,743529;5,808888;6,644172;5,014163;5,822407;5,168782;3,012063;3,947152;5,762257;2,376;2,378;1,906;2,348;2,136;1,899;;2,27;2,164;1,981;2,512;2,013;2,606;2,556;2,421;1,89;2,286;2,587;2,334;1,712;2,06;;2,469;2,149;2,378;;;;2,334;2,02;1,935;;;2,112;2,515;2,14;2,188;1,413;1,438;1,578;1,202;1,682;2,13;1,948;1,859;0,4323;0,4849;0,3301;0,3722;0,3751;0,26;0,3098;168;282;3;50;98;106;79;71;43;0;0;0;154;40;36;135;38;47;0;0;63;162;209;15;1;0;0
