DatGeracaoConjuntoDados;NumAno;DscClassificacao;DescricaoCategoria;SigAgente;NumCNPJ;NumOrdemIASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaSatisfacaoR2;MdaFidelidadeR2;MdaValorR2;MdaConfiancaR2;MdaPesoQualidadeInformacao;MdaPesoQualidadeAcesso;MdaPesoQualidadeConfiabilidade;MdaPesoSatisfacaoS1;MdaPesoSatisfacaoS2;MdaPesoSatisfacaoS3;MdaPesoFidelidadeV33;MdaPesoFidelidadeV34;MdaPesoFidelidadeV35;MdaPesoFidelidadeV36;MdaPesoValorV28;MdaPesoValorV29;MdaPesoValorV30;MdaPesoValorV31;MdaPesoValorV91;MdaPesoConfiancaV37;MdaPesoConfiancaV38;MdaPesoConfiancaV39;MdaPesoConfiancaV40;MdaMediaQualidadeInformacaoV15;MdaMediaQualidadeInformacaoV16;MdaMediaQualidadeInformacaoV21;MdaMediaQualidadeInformacaoV22;MdaMediaQualidadeInformacaoV23;MdaMediaQualidadeInformacaoV24;MdaMediaQualidadeInformacaoV90;MdaMediaQualidadeAcessoV10;MdaMediaQualidadeAcessoV11;MdaMediaQualidadeAcessoV12;MdaMediaQualidadeAcessoV17;MdaMediaQualidadeAcessoV19;MdaMediaQualidadeConfiabilidadeV8;MdaMediaQualidadeConfiabilidadeV9;MdaMediaQualidadeConfiabilidadeV13;MdaMediaQualidadeConfiabilidadeV14;MdaMediaQualidadeConfiabilidadeV18;MdaMediaQualidadeConfiabilidadeV20;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaFidelidadeV33;MdaMediaFidelidadeV34;MdaMediaFidelidadeV35;MdaMediaFidelidadeV36;MdaMediaFidelidadeV93;MdaMediaFidelidadeV94;MdaMediaValorV28;MdaMediaValorV29;MdaMediaValorV30;MdaMediaValorV31;MdaMediaValorV91;MdaMediaValorV92;MdaMediaConfiancaV37;MdaMediaConfiancaV38;MdaMediaConfiancaV39;MdaMediaConfiancaV40;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaQualidade;MdaMediaSatisfacao;MdaMediaFidelidade;MdaMediaValor;MdaMediaConfianca;MdaDsvPadQualidadeInformacaoV15;MdaDsvPadQualidadeInformacaoV16;MdaDsvPadQualidadeInformacaoV21;MdaDsvPadQualidadeInformacaoV22;MdaDsvPadQualidadeInformacaoV23;MdaDsvPadQualidadeInformacaoV24;MdaDsvPadQualidadeInformacaoV90;MdaDsvPadQualidadeAcessoV10;MdaDsvPadQualidadeAcessoV11;MdaDsvPadQualidadeAcessoV12;MdaDsvPadQualidadeAcessoV17;MdaDsvPadQualidadeAcessoV19;MdaDsvPadQualidadeConfiabilidadeV8;MdaDsvPadQualidadeConfiabilidadeV9;MdaDsvPadQualidadeConfiabilidadeV13;MdaDsvPadQualidadeConfiabilidadeV14;MdaDsvPadQualidadeConfiabilidadeV18;MdaDsvPadQualidadeConfiabilidadeV20;MdaDsvPadSatisfacaoS1;MdaDsvPadSatisfacaoS2;MdaDsvPadSatisfacaoS3;MdaDsvPadFidelidadeV33;MdaDsvPadFidelidadeV34;MdaDsvPadFidelidadeV35;MdaDsvPadFidelidadeV36;MdaDsvPadFidelidadeV93;MdaDsvPadFidelidadeV94;MdaDsvPadValorV28;MdaDsvPadValorV29;MdaDsvPadValorV30;MdaDsvPadValorV31;MdaDsvPadValorV91;MdaDsvPadValorV92;MdaDsvPadConfiancaV37;MdaDsvPadConfiancaV38;MdaDsvPadConfiancaV39;MdaDsvPadConfiancaV40;MdaDsvPadQualidadeInformacao;MdaDsvPadQualidadeAcesso;MdaDsvPadQualidadeConfiabilidade;MdaDsvPadQualidade;MdaDsvPadSatisfacao;MdaDsvPadFidelidade;MdaDsvPadValor;MdaDsvPadConfianca;MdaCoeficienteQualidadeValor;MdaCoeficienteQualidadeSatisfacao;MdaCoeficienteValorSatisfacao;MdaCoeficienteQualidadeConfianca;MdaCoeficienteSatisfacaoConfianca;MdaCoeficienteConfiancaFidelidade;MdaCoeficienteSatisfacaoFidelidade;QtdSexoV11;QtdSexoV12;QtdFaixaEtariaV21;QtdFaixaEtariaV22;QtdFaixaEtariaV23;QtdFaixaEtariaV24;QtdFaixaEtariaV25;QtdFaixaEtariaV26;QtdFaixaEtariaV27;QtdFaixaEtariaV28;QtdFaixaEtariaV29;QtdEscolaridadeV31;QtdEscolaridadeV32;QtdEscolaridadeV33;QtdEscolaridadeV34;QtdEscolaridadeV35;QtdEscolaridadeV36;QtdEscolaridadeV37;QtdEscolaridadeV38;QtdEscolaridadeV39;QtdRendaV41;QtdRendaV42;QtdRendaV43;QtdRendaV44;QtdRendaV45;QtdRendaV46;QtdRendaV47
13/06/2023;2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Santa Cruz;5,39E+13;11;76,3;60,02;28,44;21,44;74,94;0,4177;0,3041;9,53E-02;0,5832;0,88689169;0,90927667;0,89700129;0,79470129;0,780146;0,78540891;1;;;;0,92030463;;;;0,92099213;0,93834179;0,93992748;;;;6,626289;;;;7,528061;7,960212;7,741573;7,290237;8,837766;8,877193;;8,542289;8,38;;7,742021;7,701005;7,804749;6,798507;6,380952;6,020305;6,119701;;;;7,233083;7,414322;2,708955;;;;3,15;;8,005025;7,484772;;;7,371521;8,186692;8,034013;7,864075;6,399921;6,119701;2,929478;7,744898;;5,466;;;;2,374;1,997;2,21;2,463;1,786;1,906;;1,607;1,697;;2,157;2,217;2,285;1,968;1,692;2,15;1,799;;;;1,671;2,5;1,657;;;;1,696;;2,159;2,373;;;1,926;1,535;1,535;1,495;1,525;1,799;1,543;2,129;0,3087;0,4711;0,3132;0,4578;0,3872;0,2978;0,3146;161;241;;26;63;78;84;78;30;43;;;131;30;14;126;13;79;9;;30;192;138;32;4;3;3
13/06/2023;2021;Concessionária;Nordeste;Energisa Paraíba;9,10E+12;12;76,66;59,57;27,64;23,02;73,17;0,4371;0,284;0,1124;0,5719;0,88742957;0,90748635;0,9109801;0,72436584;0,78701848;0,73270479;1;;;;0,92751912;;;;0,92766934;0,91840714;0,92167204;;;;6,678182;;;;7,639194;8,075506;7,351297;7,880074;8,77037;9,100901;;8,499099;8,465704;;7,673004;7,68784;7,410985;6,854054;6,484404;5,74122;5,974638;;;;7,17029;7,487896;2,998195;;;;3,146209;;7,809174;7,362637;;;7,464294;8,275661;7,947326;7,89576;6,359893;5,974638;3,072202;7,585906;;5,602;;;;2,391;2,121;2,312;2,222;1,852;1,639;;1,698;1,815;;2,24;2,367;2,581;2,036;1,95;2,386;1,993;;;;1,782;2,412;1,795;;;;1,806;;2,251;2,508;;;1,996;1,455;1,542;1,501;1,588;1,993;1,671;2,19;0,3353;0,462;0,3377;0,4582;0,3739;0,3034;0,2928;201;355;;71;119;147;94;86;18;21;;;191;71;38;177;29;45;5;;152;278;108;17;;1;
13/06/2023;2021;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;8,34E+12;13;76,38;59,5;27,6;23,81;73,64;0,3987;0,2982;0,1685;0,5734;0,86871456;0,89479249;0,90172223;0,8040327;0,79007949;0,79999454;1;;;;0,93268498;;;;0,93314197;0,92990805;0,93222977;;;;6,735294;;;;7,32282;7,930057;7,797521;7,507752;8,698473;9,286225;;8,305903;8,347122;;7,874759;7,542342;7,704453;6,764811;6,277477;6,019928;5,967332;;;;7,350626;7,413534;2,887299;;;;3,398214;;7,82;7,435662;;;7,32939;8,322493;7,954916;7,868933;6,354072;5,967332;3,142757;7,627831;;5,002;;;;2,343;1,929;1,832;2,155;1,772;1,315;;1,633;1,686;;1,919;2,078;2,133;1,871;1,724;2,051;1,733;;;;1,584;2,281;1,668;;;;1,705;;2,001;2,224;;;1,862;1,319;1,397;1,355;1,503;1,733;1,573;1,967;0,4105;0,4397;0,2957;0,4701;0,3547;0,3152;0,3024;265;296;;45;70;106;110;130;43;57;;;189;54;31;150;43;73;21;;33;217;259;41;6;4;1
13/06/2023;2021;Concessionária;Nordeste;Energisa Borborema;8,83E+12;14;77,84;59,25;26,8;24,42;75,7;0,482;0,3419;0,1302;0,6302;0,91018854;0,90496838;0,91562205;0,82432076;0,80891159;0,80019844;1;;;;0,93511353;;;;0,93550407;0,9319411;0,93525877;;;;7,128378;;;;7,652174;8,094595;7,5;7,893471;8,749141;9,116667;;8,645695;8,601329;;7,764706;8,019934;7,353147;6,817881;6,248322;5,918644;5,82392;;;;7,259136;7,521886;3,019868;;;;3,375415;;8,119601;7,508361;;;7,625049;8,31482;8,076962;8,00561;6,328282;5,82392;3,197641;7,813981;;5,006;;;;2,308;1,969;2,131;2,198;1,687;1,519;;1,401;1,461;;2,175;1,978;2,365;2,004;1,949;2,144;1,998;;;;1,662;2,33;1,802;;;;1,84;;1,976;2,329;;;1,925;1,451;1,401;1,451;1,649;1,998;1,703;2,011;0,3608;0,4829;0,3473;0,4735;0,3882;0,3191;0,3274;113;189;;33;49;56;68;61;13;22;;;67;39;23;94;18;49;12;;47;152;87;12;3;1;
13/06/2023;2021;Concessionária;Sul acima de 400 mil unidades consumidoras;Copel-Dis;4,37E+12;15;76,08;58,9;28,14;22,35;74,12;0,4782;0,2969;0,1713;0,5794;0,8845299;0,90611612;0,90178921;0,79363411;0,80928859;0,79443431;1;;;;0,92044297;;;;0,92341025;0,90605541;0,91409608;;;;6,627057;;;;7,194853;7,930841;7,591753;7,406427;9,03301;9,163082;;8,627907;8,509025;;7,921606;7,485455;7,345603;6,592129;6,121547;6,19295;6,064632;;;;7,475;7,73913;2,753131;;;;3,269784;;7,987342;7,357798;;;7,250917;8,298568;7,977919;7,842468;6,302209;6,064632;3,011457;7,67257;;5,378;;;;2,508;2,157;2,146;2,353;1,505;1,641;;1,578;1,632;;2,019;2,295;2,452;2,099;1,734;2,071;1,802;;;;1,588;2,18;1,632;;;;1,809;;2,005;2,464;;;2,054;1,41;1,463;1,474;1,573;1,802;1,586;2,036;0,4138;0,4565;0,3589;0,4459;0,3888;0,2869;0,3139;223;340;;50;70;87;114;132;42;68;;;193;37;26;165;39;75;28;;51;264;186;46;12;1;3
13/06/2023;2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Energisa Sul-Sudeste;7,28E+12;16;77,69;58,57;27,44;23,59;73,42;0,4469;0,271;0,1401;0,5753;0,87326232;0,88387062;0,89813806;0,78833605;0,81177884;0,75549635;1;;;;0,9174416;;;;0,91709422;0,93191872;0,93432957;;;;6,751351;;;;7,733161;8,032258;7,638554;7,785908;9,177898;9,264631;;8,441624;8,369231;;7,825843;7,702564;7,645777;6,745547;6,314578;5,72987;5,939086;;;;7,253165;7,559367;2,94402;;;;3,302799;;7,808399;7,407895;;;7,50559;8,466748;7,997008;7,989782;6,263332;5,939086;3,12341;7,608147;;5,446;;;;2,237;2,116;2,144;2,339;1,481;1,462;;1,727;1,777;;2,111;2,216;2,332;1,985;1,758;2,214;1,858;;;;1,688;2,434;1,693;;;;1,675;;2,269;2,552;;;1,898;1,35;1,561;1,419;1,557;1,858;1,544;2,25;0,3744;0,4481;0,352;0,4525;0,3857;0,2566;0,3144;149;246;;42;65;77;65;85;30;31;;;133;23;39;141;12;46;1;;61;211;110;11;;1;1
13/06/2023;2021;Concessionária;Sul acima de 400 mil unidades consumidoras;RGE;2,02E+12;17;75;58,5;27,01;20,72;73,46;0,435;0,2757;0,146;0,6123;0,89245014;0,91239867;0,88816578;0,78925927;0,79448421;0,74897786;1;;;;0,92123891;;;;0,92297186;0,90461469;0,91036995;;;;6,434545;;;;7,350719;7,717268;7,568085;7,199248;8,885768;9,191901;;8,376325;8,382301;;7,846602;7,501779;7,20155;6,721053;6,181495;5,873214;5,862676;;;;7,12478;7,231598;2,650877;;;;3,078947;;7,837209;7,387097;;;7,167511;8,211251;7,861712;7,746824;6,258587;5,862676;2,864912;7,612153;;5,348;;;;2,448;2,239;2,079;2,501;1,77;1,414;;1,565;1,61;;2,027;2,124;2,613;1,887;1,82;2,22;1,716;;;;1,687;2,369;1,565;;;;1,663;;2,114;2,427;;;2,01;1,467;1,48;1,484;1,535;1,716;1,488;2,061;0,3821;0,4673;0,3086;0,4693;0,3855;0,2906;0,292;224;347;;38;80;100;116;128;38;71;;;253;46;33;135;30;57;17;;35;293;209;31;3;;
13/06/2023;2021;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;João Cesa;8,63E+13;18;80,27;58,41;23,58;21,89;75,31;0,5045;0,2839;0,1739;0,6338;0,87794498;0,91825067;0,91990226;0,83030027;0,85439448;0,8407844;1;;;;0,91760832;;;;0,92118515;0,95134336;0,95193731;;;;6,709251;;;;7,78355;7,9375;8,188571;8,729858;8,799107;9,071429;;8,535565;8,472574;;8,092784;8,508403;8,724444;6,579167;6,280335;5,914894;5,243697;;;;7,358333;6,986784;2,627615;;;;3,310924;;7,952586;7,603448;;;7,476767;8,697241;8,466754;8,213587;6,258132;5,243697;2,96927;7,778017;;5,626;;;;2,221;2,052;1,756;1,592;1,852;1,616;;1,747;1,759;;1,906;1,863;1,708;2,072;1,855;2,161;1,943;;;;1,296;2,671;1,644;;;;1,847;;2,232;2,364;;;1,998;1,33;1,403;1,425;1,708;1,943;1,605;2,187;0,417;0,5116;0,3007;0,4603;0,3934;0,2641;0,3131;67;173;;18;18;48;45;65;22;24;;;111;26;11;62;7;16;7;;6;126;94;12;2;;
13/06/2023;2021;Concessionária;Sul, Sudeste e Centro-Oeste até 30 mil unidades consumidoras;Nova Palma;8,99E+13;19;77,46;58,37;27,5;22,41;77,62;0,6502;0,3564;0,2341;0,7533;0,9113305;0,93099004;0,91769369;0,85454844;0,84809428;0,83305319;1;;;;0,91844442;;;;0,92110725;0,93515964;0,93508919;;;;6,962343;;;;7,650206;8,211454;7,810526;7,621739;9,008439;9,245902;;7,934426;7,795082;;7,877637;7,540984;8,224138;6,729508;6,131687;5,88843;5,950617;;;;6,819672;7,272727;2,852459;;;;3,180328;;8,102881;7,868313;;;7,608001;8,421651;7,874453;7,968035;6,249875;5,950617;3,016393;7,985597;;5,578;;;;2,474;1,941;1,997;2,434;1,643;1,596;;2,001;2,055;;2,1;2,241;2,107;2,116;1,987;2,211;1,975;;;;1,7;2,606;1,656;;;;1,808;;2,21;2,202;;;2,109;1,485;1,722;1,63;1,779;1,975;1,593;2,063;0,4839;0,5447;0,3653;0,4777;0,4327;0,2748;0,3396;94;150;;10;34;41;40;55;20;44;;;101;29;11;54;14;30;5;;16;145;72;11;;;
13/06/2023;2021;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Minas Gerais;1,95E+13;20;75,17;57,64;26,26;24,05;73,13;0,6194;0,418;0,141;0,7193;0,92044586;0,94409053;0,93260211;0,81220077;0,82352266;0,77053751;1;;;;0,91612776;;;;0,91673996;0,94167962;0,94311967;;;;6,536184;;;;7,531148;7,956667;7,343284;7,722408;8,892256;9,113269;;8,090615;8,133987;;7,600694;6,990228;7,553633;6,481848;6,075163;5,996644;5,726384;;;;7,18123;7,189189;3,029126;;;;3,299674;;7,769481;7,394737;;;7,341333;8,267804;7,673831;7,760989;6,184552;5,726384;3,1644;7,582109;;5,67;;;;2,584;2,431;2,364;2,651;1,974;1,787;;2,074;2,044;;2,363;2,526;2,658;2,065;2,014;2,108;1,932;;;;1,637;2,573;1,655;;;;1,686;;2,48;2,731;;;2,276;1,694;1,877;1,816;1,654;1,932;1,531;2,456;0,3755;0,5648;0,3606;0,4791;0,4122;0,346;0,3509;124;186;;17;53;66;73;56;19;26;;;135;23;16;74;11;45;6;;56;185;60;9;;;
13/06/2023;2021;Concessionária;Nordeste;Energisa Sergipe;1,30E+13;21;75,79;57,54;26,49;21,68;73,8;0,4329;0,3418;0,1232;0,6032;0,87989278;0,9272411;0,90755113;0,80154769;0,81499077;0,77475374;1;;;;0,92248215;;;;0,92424005;0,90840299;0,91633114;;;;6,651948;;;;7,523316;7,904393;7,370262;7,72118;8,617414;9,232323;;8,337531;8,324937;;7,584239;7,589286;7,388587;6,465823;6,290076;5,764103;5,769036;;;;7,098237;7,390181;2,828283;;;;3,073048;;7,913043;7,372449;;;7,359886;8,235295;7,844916;7,813366;6,173334;5,769036;2,950665;7,642746;;5,334;;;;2,283;2,189;2,232;2,4;1,908;1,483;;1,612;1,836;;2,146;2,22;2,422;2,121;2,11;2,472;2,062;;;;1,901;2,357;1,65;;;;1,759;;1,98;2,457;;;1,959;1,502;1,527;1,503;1,78;2,062;1,574;2,026;0,351;0,4713;0,3134;0,4571;0,3995;0,3207;0,3236;137;260;;41;89;85;83;65;14;20;;;99;28;39;150;24;42;15;;88;171;111;22;4;1;
13/06/2023;2021;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Cocel;7,58E+13;22;76,53;57;24,77;22,7;70,77;0,5172;0,3686;0,1628;0,6545;0,89318831;0,91427029;0,92355941;0,80546231;0,7242926;0,79693008;1;;;;0,915175;;;;0,91722509;0,94933626;0,94949081;;;;6,515358;;;;7,347973;7,791519;7,697674;7,816609;8,923077;9,312292;;8,448845;8,478405;;7,794872;7,731544;7,494465;6,471761;6,064189;5,844595;5,458472;;;;7,313333;6,94198;2,768212;;;;3,316832;;7,549153;7,189003;;;7,218284;8,437413;7,989626;7,881774;6,126848;5,458472;3,042522;7,369078;;5,524;;;;2,446;2,176;2,15;2,297;1,724;1,326;;1,682;1,751;;2,192;2,097;2,296;2,149;1,694;2,107;1,88;;;;1,701;2,596;1,669;;;;1,774;;2,386;2,419;;;2,136;1,459;1,572;1,567;1,546;1,88;1,577;2,281;0,4035;0,4933;0,3514;0,4798;0,3835;0,3302;0,3403;135;169;;23;49;56;65;70;22;19;;;98;31;18;94;12;41;10;;40;121;114;25;3;1;
13/06/2023;2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;4,17E+12;23;74,64;56,48;26,88;21,06;69,96;0,5363;0,3347;0,1933;0,6282;0,90132702;0,91504044;0,91125684;0,81397528;0,80625886;0,80907106;1;;;;0,92076131;;;;0,92189454;0,94216794;0,94373898;;;;6,562738;;;;7,610801;7,761079;7,356077;7,194553;8,873047;8,731123;;8,194139;8,217877;;7,543788;7,454545;7,579256;6,357798;6,139925;5,75;5,837937;;;;6,966972;7;2,681901;;;;3,108059;;7,525234;7,067797;;;7,311539;8,0387;7,797921;7,716053;6,082575;5,837937;2,89498;7,296515;;5,336;;;;2,33;2,203;2,23;2,42;1,68;2,072;;1,887;1,799;;2,154;2,167;2,33;2,116;1,799;2,166;1,828;;;;1,755;2,58;1,609;;;;1,672;;2,271;2,528;;;2,009;1,592;1,646;1,59;1,643;1,828;1,511;2,263;0,4397;0,5016;0,3422;0,4564;0,3913;0,3378;0,2904;240;307;;55;91;119;105;97;34;46;;;91;55;28;221;27;115;10;;34;216;225;54;10;7;1
13/06/2023;2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;3,31E+13;24;74,65;56,1;28,67;22,79;69,86;0,4739;0,2737;0,1649;0,6115;0,89025992;0,90581261;0,89157497;0,81879297;0,7875537;0,76440439;1;;;;0,92218493;;;;0,92160547;0,93461155;0,93725119;;;;6,403509;;;;7,433206;7,714286;7,412556;7,222445;8,775591;9,112132;;8,416514;8,26257;;7,511435;7,360377;7,620042;6,408088;5,998152;5,715667;6,161111;;;;7,371534;7,177388;2,763736;;;;3,33945;;7,59387;6,982318;;;7,183667;8,130681;7,834187;7,716178;6,040636;6,161111;3,051593;7,288094;;5,664;;;;2,547;2,293;2,159;2,592;1,878;1,707;;1,73;1,881;;2,159;2,234;2,41;2,026;1,756;2,021;1,949;;;;1,858;2,645;1,644;;;;1,612;;2,37;2,729;;;2,125;1,529;1,523;1,547;1,53;1,949;1,501;2,387;0,4061;0,4658;0,3446;0,4707;0,3749;0,3032;0,2783;232;315;;27;94;92;90;126;36;82;;;173;63;24;183;22;69;13;;78;231;197;35;5;;1
13/06/2023;2021;Concessionária;Nordeste;Equatorial Maranhão;6,27E+12;25;70,79;56,08;26,12;21,95;68,16;0,435;0,2815;0,1208;0,6202;0,88219783;0,88868575;0,88488559;0,77010716;0,82686874;0,79950384;1;;;;0,91415037;;;;0,91677223;0,9307503;0,93347392;;;;6,157609;;;;7,189239;7,566667;6,571146;7,170093;8,346296;8,921005;;8,019608;7,987455;;6,932331;6,976703;7,015066;6,239209;6,15245;5,752747;5,701087;;;;6,780969;7,083799;2,825312;;;;3,124555;;7,381818;6,887681;;;6,971172;7,752135;7,386232;7,369846;6,048135;5,701087;2,974934;7,13475;;5,288;;;;2,374;2,288;2,419;2,492;1,996;1,673;;1,749;1,988;;2,396;2,481;2,598;2,102;1,994;2,316;1,905;;;;1,845;2,371;1,62;;;;1,75;;2,233;2,539;;;2,04;1,578;1,689;1,567;1,707;1,905;1,543;2,225;0,3475;0,466;0,325;0,4742;0,3907;0,2937;0,2944;209;353;;85;120;126;107;73;22;29;;;152;54;41;220;27;60;8;;166;264;113;16;2;1;
13/06/2023;2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;2,82E+13;26;73,77;55,79;26,85;23,25;69,76;0,5006;0,2662;0,1412;0,5406;0,8986796;0,91424662;0,90652261;0,75901059;0,79016967;0,79239593;1;;;;0,91609583;;;;0,91491146;0,92899749;0,93005625;;;;6,590385;;;;7,44186;7,510934;7,424312;7,537678;8,846154;7,996303;;8,257827;8,146296;;7,567568;7,608856;7,319058;6,423573;6,026923;5,630268;5,832413;;;;6,915751;7,195736;2,924908;;;;3,260223;;7,508475;7,04943;;;7,18106;7,951112;7,779921;7,637364;6,026921;5,832413;3,092566;7,278952;;5,552;;;;2,356;2,41;2,122;2,387;1,752;2,714;;1,77;1,94;;2,241;2,244;2,403;2,044;1,866;2,223;1,83;;;;1,853;2,528;1,747;;;;1,688;;2,373;2,485;;;2,102;1,596;1,626;1,609;1,597;1,83;1,572;2,258;0,3758;0,4827;0,3608;0,4171;0,3892;0,2739;0,2941;230;320;;32;74;100;108;116;60;60;;;233;34;22;179;12;64;6;;133;268;129;18;1;1;
13/06/2023;2021;Concessionária;Nordeste;Neoenergia Cosern;8,32E+12;27;73,31;55,62;25,18;18,63;70,79;0,4347;0,3282;9,61E-02;0,6316;0,89242633;0,92851287;0,92778947;0,79630122;0,82785287;0,78627759;1;;;;0,91400481;;;;0,91740065;0,90876834;0,91281098;;;;6,399274;;;;7,26422;7,507605;7,101215;7,311909;8,523364;8,853047;;8,4614;8,403604;;7,375472;7,505495;7,101961;6,387097;6,14;5,479129;5,532374;;;;6,989228;7,261111;2,526126;;;;2,826165;;7,67029;7,073394;;;7,057033;7,947384;7,769586;7,591334;6,002075;5,532374;2,676146;7,371842;;5,274;;;;2,398;2,395;2,386;2,545;2,004;1,894;;1,761;1,78;;2,474;2,313;2,591;2,135;2,08;2,535;1,949;;;;1,79;2,457;1,504;;;;1,662;;2,313;2,569;;;2,083;1,686;1,668;1,659;1,807;1,949;1,45;2,224;0,31;0,4784;0,3222;0,4675;0,412;0,2984;0,3275;196;363;;51;89;127;108;113;33;38;;;164;46;44;190;27;71;17;;110;243;169;33;2;1;1
13/06/2023;2021;Concessionária;Sul e Sudeste acima de 30 mil e até 400 mil unidades consumidoras;Energisa Nova Friburgo;3,32E+13;28;77,17;55,61;27,2;23,81;71,43;0,4395;0,3302;0,141;0,5659;0,86535347;0,91096988;0,91480969;0,8430143;0,82688996;0,82322921;1;;;;0,92627788;;;;0,92784975;0,92920217;0,93234393;;;;6,578947;;;;7,617544;7,964912;7,384937;7,89781;9,075812;9,292359;;8,60596;8,55;;7,571429;7,711864;7,605263;6,171141;6,060606;5,778547;5,896321;;;;7,225914;7,219512;2,976744;;;;3,30897;;7,770548;7,087413;;;7,387135;8,41273;8,008903;7,936256;6,003431;5,896321;3,142857;7,42898;;5,514;;;;2,481;2,244;2,283;2,209;1,52;1,501;;1,6;1,696;;2,335;2,188;2,463;2,218;1,829;2,265;1,806;;;;1,59;2,518;1,515;;;;1,614;;2,386;2,75;;;2,01;1,4;1,544;1,478;1,75;1,806;1,451;2,391;0,3755;0,4497;0,3417;0,4464;0,3856;0,294;0,3401;113;189;;11;41;61;46;69;29;45;;;129;36;13;73;12;33;6;;38;182;70;9;3;;
13/06/2023;2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;2,30E+12;29;72,09;55,1;26,15;20,96;67,6;0,4915;0,3133;0,1504;0,6345;0,8748536;0,90597922;0,90726685;0,82872674;0,85849726;0,81159216;1;;;;0,92878969;;;;0,93051403;0,916875;0,92062771;;;;6,252408;;;;7,344507;7,441406;7,07431;7,0501;8,671937;8,983456;;8,242202;8,159259;;7,020408;7,033771;6,995763;6,361468;5,931227;5,578652;5,70632;;;;7,016484;6,746667;2,656827;;;;3,115809;;7,435028;6,734733;;;7,012774;7,944951;7,490281;7,482668;5,957115;5,70632;2,886318;7,084881;;5,614;;;;2,328;2,24;2,23;2,311;1,844;1,693;;1,651;1,853;;2,281;2,329;2,366;2,127;1,872;2,28;1,864;;;;1,741;2,52;1,575;;;;1,698;;2,277;2,567;;;2,052;1,519;1,576;1,536;1,741;1,864;1,522;2,226;0,3878;0,4708;0,3629;0,4721;0,3952;0,3014;0,3149;236;310;;50;77;118;85;116;40;60;;;125;51;33;221;19;88;9;;68;259;183;28;6;2;
13/06/2023;2021;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Neoenergia Elektro;2,33E+12;30;72,55;54,39;25,95;20,92;69,46;0,514;0,3521;0,1467;0,6001;0,89087228;0,9171697;0,91206863;0,76815706;0,8085847;0,78861327;1;;;;0,91594401;;;;0,91821928;0,92209588;0,92714059;;;;6,238806;;;;7,294991;7,377691;7,161765;7,032882;8,902724;8,94575;;8,193141;8,15245;;7,440313;7,451906;6,72428;6,254513;5,874773;5,566667;5,67033;;;;7,009074;6,979478;2,647482;;;;3,117967;;7,6946;6,810662;;;6,970496;8,01078;7,592418;7,524565;5,898651;5,67033;2,882725;7,252631;;5,518;;;;2,424;2,323;2,249;2,522;1,714;1,733;;1,857;1,927;;2,196;2,199;2,617;2,1;1,859;2,187;1,965;;;;1,685;2,595;1,547;;;;1,658;;2,222;2,687;;;2,058;1,552;1,706;1,606;1,615;1,965;1,47;2,271;0,383;0,509;0,3335;0,4523;0,3791;0,3365;0,3189;223;334;;62;84;127;108;97;35;44;;;169;60;31;199;17;68;13;;71;288;156;36;4;2;
13/06/2023;2021;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D Equatorial;8,47E+12;31;72,25;53,95;25,89;21,08;68,31;0,5816;0,3759;0,1893;0,6343;0,87827689;0,90558475;0,91763011;0,82429163;0,82566021;0,83344236;1;;;;0,91755487;;;;0,91965617;0,93358014;0,93531352;;;;6,651685;;;;7,398131;7,286275;7,014768;6,767355;8,592734;9,127505;;8,106498;8,059567;;7,26834;7,130672;6,977925;6,435018;5,704918;5,431942;5,66;;;;7,065099;7,039106;2,65343;;;;3,141049;;7,386157;6,909259;;;7,11203;7,87559;7,5086;7,49874;5,857293;5,66;2,897239;7,147708;;5,212;;;;2,391;2,427;2,339;2,545;1,98;1,667;;1,782;1,909;;2,375;2,357;2,393;2,128;1,903;2,415;1,887;;;;1,71;2,589;1,634;;;;1,747;;2,361;2,578;;;2,086;1,6;1,671;1,606;1,78;1,887;1,553;2,308;0,4351;0,5364;0,3353;0,4474;0,3974;0,3308;0,3357;241;314;;26;65;96;111;127;59;71;;;172;65;26;160;40;79;13;;59;264;184;40;4;2;2
